plant,insect,group
"Veronica persica","Platycheirus albimanus","Hoverfly"
"Veronica spicata","Platycheirus albimanus","Hoverfly"
"Vicia cracca","Platycheirus albimanus","Hoverfly"
"Vicia faba","Platycheirus albimanus","Hoverfly"
"Vicia lutea","Platycheirus albimanus","Hoverfly"
"Vicia sativa","Platycheirus albimanus","Hoverfly"
"Vicia sepium","Platycheirus albimanus","Hoverfly"
"Vicia sylvatica","Platycheirus albimanus","Hoverfly"
"Vicia villosa","Platycheirus albimanus","Hoverfly"
"Hedera helix","Platycheirus ambiguus","Hoverfly"
"Malus sylvestris","Platycheirus ambiguus","Hoverfly"
"Prunus avium","Platycheirus ambiguus","Hoverfly"
"Prunus spinosa","Platycheirus ambiguus","Hoverfly"
"Salix alba","Platycheirus ambiguus","Hoverfly"
"Salix aurita","Platycheirus ambiguus","Hoverfly"
"Salix caprea","Platycheirus ambiguus","Hoverfly"
"Salix cinerea","Platycheirus ambiguus","Hoverfly"
"Salix fragilis","Platycheirus ambiguus","Hoverfly"
"Salix pentandra","Platycheirus ambiguus","Hoverfly"
"Salix repens","Platycheirus ambiguus","Hoverfly"
"Salix viminalis","Platycheirus ambiguus","Hoverfly"
"Ficaria verna","Platycheirus amplus","Hoverfly"
"Ranunculus acris","Platycheirus amplus","Hoverfly"
"Ranunculus aquatilis","Platycheirus amplus","Hoverfly"
"Ranunculus bulbosus","Platycheirus amplus","Hoverfly"
"Ranunculus flammula","Platycheirus amplus","Hoverfly"
"Ranunculus lingua","Platycheirus amplus","Hoverfly"
"Ranunculus repens","Platycheirus amplus","Hoverfly"
"Achillea ptarmica","Platycheirus angustatus","Hoverfly"
"Aesculus hippocastanum","Platycheirus angustatus","Hoverfly"
"Angelica sylvestris","Platycheirus angustatus","Hoverfly"
"Calluna vulgaris","Platycheirus angustatus","Hoverfly"
"Centaurea cyanus","Platycheirus angustatus","Hoverfly"
"Centaurea nigra","Platycheirus angustatus","Hoverfly"
"Centaurea scabiosa","Platycheirus angustatus","Hoverfly"
"Cirsium acaule","Platycheirus angustatus","Hoverfly"
"Cirsium arvense","Platycheirus angustatus","Hoverfly"
"Cirsium dissectum","Platycheirus angustatus","Hoverfly"
"Cirsium eriophorum","Platycheirus angustatus","Hoverfly"
"Cirsium heterophyllum","Platycheirus angustatus","Hoverfly"
"Cirsium palustre","Platycheirus angustatus","Hoverfly"
"Cirsium tuberosum","Platycheirus angustatus","Hoverfly"
"Cirsium vulgare","Platycheirus angustatus","Hoverfly"
"Eupatorium cannabinum","Platycheirus angustatus","Hoverfly"
"Ficaria verna","Platycheirus angustatus","Hoverfly"
"Lycopus europaeus","Platycheirus angustatus","Hoverfly"
"Myosotis arvensis","Platycheirus angustatus","Hoverfly"
"Myosotis scorpioides","Platycheirus angustatus","Hoverfly"
"Plantago lanceolata","Platycheirus angustatus","Hoverfly"
"Ranunculus acris","Platycheirus angustatus","Hoverfly"
"Ranunculus aquatilis","Platycheirus angustatus","Hoverfly"
"Ranunculus bulbosus","Platycheirus angustatus","Hoverfly"
"Ranunculus flammula","Platycheirus angustatus","Hoverfly"
"Ranunculus lingua","Platycheirus angustatus","Hoverfly"
"Ranunculus repens","Platycheirus angustatus","Hoverfly"
"Rubus fruticosus","Platycheirus angustatus","Hoverfly"
"Salix alba","Platycheirus angustatus","Hoverfly"
"Salix aurita","Platycheirus angustatus","Hoverfly"
"Salix caprea","Platycheirus angustatus","Hoverfly"
"Salix cinerea","Platycheirus angustatus","Hoverfly"
"Salix fragilis","Platycheirus angustatus","Hoverfly"
"Salix pentandra","Platycheirus angustatus","Hoverfly"
"Salix repens","Platycheirus angustatus","Hoverfly"
"Salix viminalis","Platycheirus angustatus","Hoverfly"
"Taraxacum","Platycheirus angustatus","Hoverfly"
"Torilis japonica","Platycheirus angustatus","Hoverfly"
"Ulex europaeus","Platycheirus angustatus","Hoverfly"
"Aesculus hippocastanum","Platycheirus clypeatus","Hoverfly"
"Angelica sylvestris","Platycheirus clypeatus","Hoverfly"
"Anthriscus sylvestris","Platycheirus clypeatus","Hoverfly"
"Centaurea nigra","Platycheirus clypeatus","Hoverfly"
"Centranthus ruber","Platycheirus clypeatus","Hoverfly"
"Cirsium acaule","Platycheirus clypeatus","Hoverfly"
"Cirsium arvense","Platycheirus clypeatus","Hoverfly"
"Cirsium dissectum","Platycheirus clypeatus","Hoverfly"
"Cirsium eriophorum","Platycheirus clypeatus","Hoverfly"
"Cirsium heterophyllum","Platycheirus clypeatus","Hoverfly"
"Cirsium palustre","Platycheirus clypeatus","Hoverfly"
"Cirsium tuberosum","Platycheirus clypeatus","Hoverfly"
"Cirsium vulgare","Platycheirus clypeatus","Hoverfly"
"Equisetum telmateia","Platycheirus clypeatus","Hoverfly"
"Ficaria verna","Platycheirus clypeatus","Hoverfly"
"Hedera helix","Platycheirus clypeatus","Hoverfly"
"Leontodon hispidus","Platycheirus clypeatus","Hoverfly"
"Leontodon saxatilis","Platycheirus clypeatus","Hoverfly"
"Lotus corniculatus","Platycheirus clypeatus","Hoverfly"
"Medicago lupulina","Platycheirus clypeatus","Hoverfly"
"Mentha aquatica","Platycheirus clypeatus","Hoverfly"
"Mentha arvensis","Platycheirus clypeatus","Hoverfly"
"Mentha spicata","Platycheirus clypeatus","Hoverfly"
"Mentha suaveolens","Platycheirus clypeatus","Hoverfly"
"Menyanthes trifoliata","Platycheirus clypeatus","Hoverfly"
"Myrica gale","Platycheirus clypeatus","Hoverfly"
"Pastinaca sativa","Platycheirus clypeatus","Hoverfly"
"Persicaria maculosa","Platycheirus clypeatus","Hoverfly"
"Plantago lanceolata","Platycheirus clypeatus","Hoverfly"
"Pulicaria dysenterica","Platycheirus clypeatus","Hoverfly"
"Ranunculus acris","Platycheirus clypeatus","Hoverfly"
"Ranunculus aquatilis","Platycheirus clypeatus","Hoverfly"
"Ranunculus bulbosus","Platycheirus clypeatus","Hoverfly"
"Ranunculus flammula","Platycheirus clypeatus","Hoverfly"
"Ranunculus lingua","Platycheirus clypeatus","Hoverfly"
"Ranunculus repens","Platycheirus clypeatus","Hoverfly"
"Salix alba","Platycheirus clypeatus","Hoverfly"
"Salix aurita","Platycheirus clypeatus","Hoverfly"
"Salix caprea","Platycheirus clypeatus","Hoverfly"
"Salix cinerea","Platycheirus clypeatus","Hoverfly"
"Salix fragilis","Platycheirus clypeatus","Hoverfly"
"Salix pentandra","Platycheirus clypeatus","Hoverfly"
"Salix repens","Platycheirus clypeatus","Hoverfly"
"Salix viminalis","Platycheirus clypeatus","Hoverfly"
"Scorzoneroides autumnalis","Platycheirus clypeatus","Hoverfly"
"Senecio jacobaea","Platycheirus clypeatus","Hoverfly"
"Alliaria petiolata","Platycheirus clypeatus agg.","Hoverfly"
"Caltha palustris","Platycheirus clypeatus agg.","Hoverfly"
"Ficaria verna","Platycheirus clypeatus agg.","Hoverfly"
"Filipendula ulmaria","Platycheirus clypeatus agg.","Hoverfly"
"Hyacinthoides non-scripta","Platycheirus clypeatus agg.","Hoverfly"
"Mentha aquatica","Platycheirus clypeatus agg.","Hoverfly"
"Mentha arvensis","Platycheirus clypeatus agg.","Hoverfly"
"Mentha spicata","Platycheirus clypeatus agg.","Hoverfly"
"Mentha suaveolens","Platycheirus clypeatus agg.","Hoverfly"
"Plantago lanceolata","Platycheirus clypeatus agg.","Hoverfly"
"Prunus padus","Platycheirus clypeatus agg.","Hoverfly"
"Ranunculus acris","Platycheirus clypeatus agg.","Hoverfly"
"Ranunculus aquatilis","Platycheirus clypeatus agg.","Hoverfly"
"Ranunculus bulbosus","Platycheirus clypeatus agg.","Hoverfly"
"Ranunculus flammula","Platycheirus clypeatus agg.","Hoverfly"
"Ranunculus lingua","Platycheirus clypeatus agg.","Hoverfly"
"Ranunculus repens","Platycheirus clypeatus agg.","Hoverfly"
"Salix alba","Platycheirus clypeatus agg.","Hoverfly"
"Salix aurita","Platycheirus clypeatus agg.","Hoverfly"
"Salix caprea","Platycheirus clypeatus agg.","Hoverfly"
"Salix cinerea","Platycheirus clypeatus agg.","Hoverfly"
"Salix fragilis","Platycheirus clypeatus agg.","Hoverfly"
"Salix pentandra","Platycheirus clypeatus agg.","Hoverfly"
"Salix repens","Platycheirus clypeatus agg.","Hoverfly"
"Salix viminalis","Platycheirus clypeatus agg.","Hoverfly"
"Senecio jacobaea","Platycheirus clypeatus agg.","Hoverfly"
"Silene dioica","Platycheirus clypeatus agg.","Hoverfly"
"Silene latifolia","Platycheirus clypeatus agg.","Hoverfly"
"Silene uniflora","Platycheirus clypeatus agg.","Hoverfly"
"Trifolium campestre","Platycheirus clypeatus agg.","Hoverfly"
"Trifolium dubium","Platycheirus clypeatus agg.","Hoverfly"
"Trifolium hybridum","Platycheirus clypeatus agg.","Hoverfly"
"Trifolium medium","Platycheirus clypeatus agg.","Hoverfly"
"Trifolium occidentale","Platycheirus clypeatus agg.","Hoverfly"
"Trifolium pratense","Platycheirus clypeatus agg.","Hoverfly"
"Trifolium repens","Platycheirus clypeatus agg.","Hoverfly"
"Malus sylvestris","Platycheirus discimanus","Hoverfly"
"Prunus spinosa","Platycheirus discimanus","Hoverfly"
"Salix alba","Platycheirus discimanus","Hoverfly"
"Salix aurita","Platycheirus discimanus","Hoverfly"
"Salix caprea","Platycheirus discimanus","Hoverfly"
"Salix cinerea","Platycheirus discimanus","Hoverfly"
"Salix fragilis","Platycheirus discimanus","Hoverfly"
"Salix pentandra","Platycheirus discimanus","Hoverfly"
"Salix repens","Platycheirus discimanus","Hoverfly"
"Salix viminalis","Platycheirus discimanus","Hoverfly"
"Calystegia sepium","Platycheirus fulviventris","Hoverfly"
"Ficaria verna","Platycheirus fulviventris","Hoverfly"
"Ranunculus acris","Platycheirus fulviventris","Hoverfly"
"Ranunculus aquatilis","Platycheirus fulviventris","Hoverfly"
"Ranunculus bulbosus","Platycheirus fulviventris","Hoverfly"
"Ranunculus flammula","Platycheirus fulviventris","Hoverfly"
"Ranunculus lingua","Platycheirus fulviventris","Hoverfly"
"Ranunculus repens","Platycheirus fulviventris","Hoverfly"
"Rubus fruticosus","Platycheirus fulviventris","Hoverfly"
"Salix alba","Platycheirus fulviventris","Hoverfly"
"Salix aurita","Platycheirus fulviventris","Hoverfly"
"Salix caprea","Platycheirus fulviventris","Hoverfly"
"Salix cinerea","Platycheirus fulviventris","Hoverfly"
"Salix fragilis","Platycheirus fulviventris","Hoverfly"
"Salix pentandra","Platycheirus fulviventris","Hoverfly"
"Salix repens","Platycheirus fulviventris","Hoverfly"
"Salix viminalis","Platycheirus fulviventris","Hoverfly"
"Alisma plantago-aquatica","Platycheirus granditarsus","Hoverfly"
"Angelica sylvestris","Platycheirus granditarsus","Hoverfly"
"Apium nodiflorum","Platycheirus granditarsus","Hoverfly"
"Caltha palustris","Platycheirus granditarsus","Hoverfly"
"Centaurea cyanus","Platycheirus granditarsus","Hoverfly"
"Centaurea nigra","Platycheirus granditarsus","Hoverfly"
"Centaurea scabiosa","Platycheirus granditarsus","Hoverfly"
"Centranthus ruber","Platycheirus granditarsus","Hoverfly"
"Chenopodium vulvaria","Platycheirus granditarsus","Hoverfly"
"Cirsium acaule","Platycheirus granditarsus","Hoverfly"
"Cirsium arvense","Platycheirus granditarsus","Hoverfly"
"Cirsium dissectum","Platycheirus granditarsus","Hoverfly"
"Cirsium eriophorum","Platycheirus granditarsus","Hoverfly"
"Cirsium heterophyllum","Platycheirus granditarsus","Hoverfly"
"Cirsium palustre","Platycheirus granditarsus","Hoverfly"
"Cirsium tuberosum","Platycheirus granditarsus","Hoverfly"
"Cirsium vulgare","Platycheirus granditarsus","Hoverfly"
"Comarum palustre","Platycheirus granditarsus","Hoverfly"
"Equisetum telmateia","Platycheirus granditarsus","Hoverfly"
"Ficaria verna","Platycheirus granditarsus","Hoverfly"
"Filipendula ulmaria","Platycheirus granditarsus","Hoverfly"
"Hedera helix","Platycheirus granditarsus","Hoverfly"
"Heracleum sphondylium","Platycheirus granditarsus","Hoverfly"
"Hypochaeris radicata","Platycheirus granditarsus","Hoverfly"
"Lotus corniculatus","Platycheirus granditarsus","Hoverfly"
"Lycopus europaeus","Platycheirus granditarsus","Hoverfly"
"Matricaria discoidea","Platycheirus granditarsus","Hoverfly"
"Matricaria recutita","Platycheirus granditarsus","Hoverfly"
"Mentha aquatica","Platycheirus granditarsus","Hoverfly"
"Mentha arvensis","Platycheirus granditarsus","Hoverfly"
"Mentha spicata","Platycheirus granditarsus","Hoverfly"
"Mentha suaveolens","Platycheirus granditarsus","Hoverfly"
"Myosotis arvensis","Platycheirus granditarsus","Hoverfly"
"Myosotis scorpioides","Platycheirus granditarsus","Hoverfly"
"Pastinaca sativa","Platycheirus granditarsus","Hoverfly"
"Persicaria maculosa","Platycheirus granditarsus","Hoverfly"
"Plantago lanceolata","Platycheirus granditarsus","Hoverfly"
"Potentilla anserina","Platycheirus granditarsus","Hoverfly"
"Potentilla erecta","Platycheirus granditarsus","Hoverfly"
"Potentilla fruticosa","Platycheirus granditarsus","Hoverfly"
"Potentilla reptans","Platycheirus granditarsus","Hoverfly"
"Pulicaria dysenterica","Platycheirus granditarsus","Hoverfly"
"Ranunculus acris","Platycheirus granditarsus","Hoverfly"
"Ranunculus aquatilis","Platycheirus granditarsus","Hoverfly"
"Ranunculus bulbosus","Platycheirus granditarsus","Hoverfly"
"Ranunculus flammula","Platycheirus granditarsus","Hoverfly"
"Ranunculus lingua","Platycheirus granditarsus","Hoverfly"
"Ranunculus repens","Platycheirus granditarsus","Hoverfly"
"Rubus fruticosus","Platycheirus granditarsus","Hoverfly"
"Salix alba","Platycheirus granditarsus","Hoverfly"
"Salix aurita","Platycheirus granditarsus","Hoverfly"
"Salix caprea","Platycheirus granditarsus","Hoverfly"
"Salix cinerea","Platycheirus granditarsus","Hoverfly"
"Salix fragilis","Platycheirus granditarsus","Hoverfly"
"Salix pentandra","Platycheirus granditarsus","Hoverfly"
"Salix repens","Platycheirus granditarsus","Hoverfly"
"Salix viminalis","Platycheirus granditarsus","Hoverfly"
"Sedum acre","Platycheirus granditarsus","Hoverfly"
"Sedum anglicum","Platycheirus granditarsus","Hoverfly"
"Sedum rupestre","Platycheirus granditarsus","Hoverfly"
"Sedum telephium","Platycheirus granditarsus","Hoverfly"
"Senecio jacobaea","Platycheirus granditarsus","Hoverfly"
"Succisa pratensis","Platycheirus granditarsus","Hoverfly"
"Taraxacum","Platycheirus granditarsus","Hoverfly"
"Tripleurospermum inodorum","Platycheirus granditarsus","Hoverfly"
"Aesculus hippocastanum","Platycheirus manicatus","Hoverfly"
"Angelica sylvestris","Platycheirus manicatus","Hoverfly"
"Anthriscus sylvestris","Platycheirus manicatus","Hoverfly"
"Ballota nigra","Platycheirus manicatus","Hoverfly"
"Cakile maritima","Platycheirus manicatus","Hoverfly"
"Centaurea cyanus","Platycheirus manicatus","Hoverfly"
"Centaurea nigra","Platycheirus manicatus","Hoverfly"
"Centaurea scabiosa","Platycheirus manicatus","Hoverfly"
"Centaurium erythraea","Platycheirus manicatus","Hoverfly"
"Centranthus ruber","Platycheirus manicatus","Hoverfly"
"Cirsium acaule","Platycheirus manicatus","Hoverfly"
"Cirsium arvense","Platycheirus manicatus","Hoverfly"
"Cirsium dissectum","Platycheirus manicatus","Hoverfly"
"Cirsium eriophorum","Platycheirus manicatus","Hoverfly"
"Cirsium heterophyllum","Platycheirus manicatus","Hoverfly"
"Cirsium palustre","Platycheirus manicatus","Hoverfly"
"Cirsium tuberosum","Platycheirus manicatus","Hoverfly"
"Cirsium vulgare","Platycheirus manicatus","Hoverfly"
"Cornus sanguinea","Platycheirus manicatus","Hoverfly"
"Cytisus scoparius","Platycheirus manicatus","Hoverfly"
"Ficaria verna","Platycheirus manicatus","Hoverfly"
"Filipendula ulmaria","Platycheirus manicatus","Hoverfly"
"Geranium dissectum","Platycheirus manicatus","Hoverfly"
"Geranium endressii","Platycheirus manicatus","Hoverfly"
"Geranium molle","Platycheirus manicatus","Hoverfly"
"Geranium phaeum","Platycheirus manicatus","Hoverfly"
"Geranium pratense","Platycheirus manicatus","Hoverfly"
"Geranium pyrenaicum","Platycheirus manicatus","Hoverfly"
"Geranium robertianum","Platycheirus manicatus","Hoverfly"
"Geranium sanguineum","Platycheirus manicatus","Hoverfly"
"Geranium sylvaticum","Platycheirus manicatus","Hoverfly"
"Heracleum sphondylium","Platycheirus manicatus","Hoverfly"
"Leontodon hispidus","Platycheirus manicatus","Hoverfly"
"Leontodon saxatilis","Platycheirus manicatus","Hoverfly"
"Lotus corniculatus","Platycheirus manicatus","Hoverfly"
"Lysimachia nemorum","Platycheirus manicatus","Hoverfly"
"Matricaria discoidea","Platycheirus manicatus","Hoverfly"
"Matricaria recutita","Platycheirus manicatus","Hoverfly"
"Mercurialis perennis","Platycheirus manicatus","Hoverfly"
"Myosotis arvensis","Platycheirus manicatus","Hoverfly"
"Myosotis scorpioides","Platycheirus manicatus","Hoverfly"
"Pulicaria dysenterica","Platycheirus manicatus","Hoverfly"
"Ranunculus acris","Platycheirus manicatus","Hoverfly"
"Ranunculus aquatilis","Platycheirus manicatus","Hoverfly"
"Ranunculus bulbosus","Platycheirus manicatus","Hoverfly"
"Ranunculus flammula","Platycheirus manicatus","Hoverfly"
"Ranunculus lingua","Platycheirus manicatus","Hoverfly"
"Ranunculus repens","Platycheirus manicatus","Hoverfly"
"Rubus fruticosus","Platycheirus manicatus","Hoverfly"
"Salix alba","Platycheirus manicatus","Hoverfly"
"Salix aurita","Platycheirus manicatus","Hoverfly"
"Salix caprea","Platycheirus manicatus","Hoverfly"
"Salix cinerea","Platycheirus manicatus","Hoverfly"
"Salix fragilis","Platycheirus manicatus","Hoverfly"
"Salix pentandra","Platycheirus manicatus","Hoverfly"
"Salix repens","Platycheirus manicatus","Hoverfly"
"Salix viminalis","Platycheirus manicatus","Hoverfly"
"Scorzoneroides autumnalis","Platycheirus manicatus","Hoverfly"
"Senecio jacobaea","Platycheirus manicatus","Hoverfly"
"Silene dioica","Platycheirus manicatus","Hoverfly"
"Silene latifolia","Platycheirus manicatus","Hoverfly"
"Silene uniflora","Platycheirus manicatus","Hoverfly"
"Stellaria graminea","Platycheirus manicatus","Hoverfly"
"Stellaria holostea","Platycheirus manicatus","Hoverfly"
"Stellaria media","Platycheirus manicatus","Hoverfly"
"Stellaria nemorum","Platycheirus manicatus","Hoverfly"
"Succisa pratensis","Platycheirus manicatus","Hoverfly"
"Taraxacum","Platycheirus manicatus","Hoverfly"
"Thymus polytrichus","Platycheirus manicatus","Hoverfly"
"Thymus pulegioides","Platycheirus manicatus","Hoverfly"
"Thymus serpyllum","Platycheirus manicatus","Hoverfly"
"Veronica beccabunga","Platycheirus manicatus","Hoverfly"
"Veronica chamaedrys","Platycheirus manicatus","Hoverfly"
"Veronica officinalis","Platycheirus manicatus","Hoverfly"
"Veronica persica","Platycheirus manicatus","Hoverfly"
"Veronica spicata","Platycheirus manicatus","Hoverfly"
"Caltha palustris","Platycheirus melanopsis","Hoverfly"
"Rubus fruticosus","Platycheirus nielseni","Hoverfly"
"Salix alba","Platycheirus nielseni","Hoverfly"
"Salix aurita","Platycheirus nielseni","Hoverfly"
"Salix caprea","Platycheirus nielseni","Hoverfly"
"Salix cinerea","Platycheirus nielseni","Hoverfly"
"Salix fragilis","Platycheirus nielseni","Hoverfly"
"Salix pentandra","Platycheirus nielseni","Hoverfly"
"Salix repens","Platycheirus nielseni","Hoverfly"
"Salix viminalis","Platycheirus nielseni","Hoverfly"
"Cirsium acaule","Platycheirus occultus","Hoverfly"
"Cirsium arvense","Platycheirus occultus","Hoverfly"
"Cirsium dissectum","Platycheirus occultus","Hoverfly"
"Cirsium eriophorum","Platycheirus occultus","Hoverfly"
"Cirsium heterophyllum","Platycheirus occultus","Hoverfly"
"Cirsium palustre","Platycheirus occultus","Hoverfly"
"Cirsium tuberosum","Platycheirus occultus","Hoverfly"
"Cirsium vulgare","Platycheirus occultus","Hoverfly"
"Salix alba","Platycheirus occultus","Hoverfly"
"Salix aurita","Platycheirus occultus","Hoverfly"
"Salix caprea","Platycheirus occultus","Hoverfly"
"Salix cinerea","Platycheirus occultus","Hoverfly"
"Salix fragilis","Platycheirus occultus","Hoverfly"
"Salix pentandra","Platycheirus occultus","Hoverfly"
"Salix repens","Platycheirus occultus","Hoverfly"
"Salix viminalis","Platycheirus occultus","Hoverfly"
"Aesculus hippocastanum","Platycheirus peltatus","Hoverfly"
"Angelica sylvestris","Platycheirus peltatus","Hoverfly"
"Anthriscus sylvestris","Platycheirus peltatus","Hoverfly"
